,Year,Month,Year_Month,Location,Latitude,Longitude,Drought / No Drought,Deep_Drainage,PET_Actual,E_Actual,Soil_M_root_zone,Qtot,Rainfall,ENSO,IOD,SAM,P_acc_3M,geom,address,postal_code,NRM_Sub_Cluster_name
185,2020,March,2020-03,Griffith,-34.2872,146.0467,0,0.860351563,148.921875,56.546875,0.245117188,0.1484375,50.796875,0.52,0.119,2.05,139.1015625,"-34.2872,146.0467","Railway Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",2680,['Murray Basin']
186,2020,April,2020-04,Griffith,-34.2872,146.0467,0,0.831054688,91.3984375,43.171875,0.247070313,0.1015625,92.8984375,0.48,0.064,-1.72,211.8984375,"-34.2872,146.0467","Railway Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",2680,['Murray Basin']
187,2020,May,2020-05,Griffith,-34.2872,146.0467,0,0.860351563,65.4765625,32.5078125,0.325195313,0.0703125,12.703125,-0.42,0.378,1.03,156.3984375,"-34.2872,146.0467","Railway Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",2680,['Murray Basin']
188,2020,June,2020-06,Griffith,-34.2872,146.0467,0,0.830078125,47.0703125,25.375,0.24609375,0.0078125,19.296875,-0.02,0.568,1.18,124.8984375,"-34.2872,146.0467","Railway Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",2680,['Murray Basin']
189,2020,July,2020-07,Griffith,-34.2872,146.0467,0,0.852539063,53.1796875,28.421875,0.2421875,0.0234375,24.3984375,-0.44,0.417,-0.97,56.3984375,"-34.2872,146.0467","Railway Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",2680,['Murray Basin']
190,2020,August,2020-08,Griffith,-34.2872,146.0467,0,0.84765625,74.5390625,30.5078125,0.271484375,0.03125,45.5,-1.28,-0.07,-2.2,89.1953125,"-34.2872,146.0467","Railway Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",2680,['Murray Basin']
191,2020,September,2020-09,Griffith,-34.2872,146.0467,0,0.815429688,118.328125,26.7578125,0.25,0.0234375,35,-1.24,-0.084,-0.25,104.8984375,"-34.2872,146.0467","Railway Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",2680,['Murray Basin']
192,2020,October,2020-10,Griffith,-34.2872,146.0467,0,0.836914063,157.1953125,41.4296875,0.284179688,0.0625,60.5,-1.19,0.233,1.79,141,"-34.2872,146.0467","Railway Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",2680,['Murray Basin']
193,2020,November,2020-11,Griffith,-34.2872,146.0467,0,0.8046875,221.5390625,54.2265625,0.287109375,0.0234375,17.1015625,-1.19,0.143,1.14,112.6015625,"-34.2872,146.0467","Railway Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",2680,['Murray Basin']
194,2020,December,2020-12,Griffith,-34.2872,146.0467,0,0.819335938,233.984375,33.015625,0.19921875,0.0078125,11,-1.86,0.1,2.28,88.6015625,"-34.2872,146.0467","Railway Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",2680,['Murray Basin']
195,2021,January,2021-01,Griffith,-34.2872,146.0467,0,0.807617188,227.1328125,38.1015625,0.196289063,0.1328125,78.203125,-1.87,0.116,1.95,106.3046875,"-34.2872,146.0467","Railway Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",2680,['Murray Basin']
196,2021,February,2021-02,Griffith,-34.2872,146.0467,0,0.7265625,187.8515625,52.390625,0.30078125,0.0625,18.8984375,-1.84,0.323,2.19,108.1015625,"-34.2872,146.0467","Railway Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",2680,['Murray Basin']
197,2021,March,2021-03,Griffith,-34.2872,146.0467,0,0.799804688,147.8359375,34.5234375,0.234375,0.21875,74.203125,-0.55,0.367,-0.95,171.3046875,"-34.2872,146.0467","Railway Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",2680,['Murray Basin']
198,2021,April,2021-04,Griffith,-34.2872,146.0467,0,0.7734375,102.9296875,43.5078125,0.263671875,0.0078125,0.203125,-0.42,0.325,0.87,93.3046875,"-34.2872,146.0467","Railway Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",2680,['Murray Basin']
199,2021,April,2021-04,Griffith,-34.2872,146.0467,0,0.7734375,102.9296875,43.5078125,0.263671875,0.0078125,0.203125,-0.42,0.325,0.87,93.3046875,"-34.2872,146.0467","Railway Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",2680,['Murray Basin']
200,2018,November,2018-11,Wagga Wagga,-35.1189,147.3689,0,1.845703125,170.203125,41.59375,0.12890625,0.1171875,87.5,0.62,0.623,2.84,137.296875,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
201,2018,December,2018-12,Wagga Wagga,-35.1189,147.3689,0,1.896484375,223.578125,86.546875,0.130859375,0.078125,44.3984375,-0.23,0.379,1.44,154.3984375,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
202,2018,January,2018-01,Wagga Wagga,-35.1189,147.3689,0,2.286132813,219.15625,61.6640625,0.0859375,0.0703125,54.6015625,-1.12,-0.135,2.72,213.6015625,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
203,2019,November,2019-11,Wagga Wagga,-35.1189,147.3689,0,1.56640625,189.828125,48.3671875,0.1171875,0.1171875,49.203125,1.07,0.958,-4.42,77.203125,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
204,2019,December,2019-12,Wagga Wagga,-35.1189,147.3689,0,1.594726563,240.59375,20.546875,0.022460938,0,7.703125,0.73,0.312,-1.78,66.40625,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
205,2020,January,2020-01,Wagga Wagga,-35.1189,147.3689,0,1.56640625,228.0703125,12.421875,0.022460938,0.0078125,18.6015625,0.2,0.238,0.57,75.5078125,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
206,2020,February,2020-02,Wagga Wagga,-35.1189,147.3689,0,1.443359375,174.8046875,21.96875,0.077148438,0.0078125,28.6015625,0.3,0.134,-0.36,54.90625,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
207,2020,March,2020-03,Wagga Wagga,-35.1189,147.3689,0,1.541015625,136.671875,62.625,0.181640625,0.2578125,72.6015625,0.52,0.119,2.05,119.8046875,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
208,2020,April,2020-04,Wagga Wagga,-35.1189,147.3689,0,1.486328125,78.7421875,49.96875,0.176757813,0.0703125,87,0.48,0.064,-1.72,188.203125,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
209,2020,May,2020-05,Wagga Wagga,-35.1189,147.3689,0,1.533203125,56.3203125,39.7578125,0.239257813,0.0546875,21.796875,-0.42,0.378,1.03,181.3984375,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
210,2020,June,2020-06,Wagga Wagga,-35.1189,147.3689,0,1.4765625,37.578125,31.3359375,0.220703125,0.046875,56.703125,-0.02,0.568,1.18,165.5,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
211,2020,July,2020-07,Wagga Wagga,-35.1189,147.3689,0,1.5234375,44.578125,36.1171875,0.2265625,0.015625,23,-0.44,0.417,-0.97,101.5,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
212,2020,August,2020-08,Wagga Wagga,-35.1189,147.3689,0,1.517578125,59.828125,49.3671875,0.263671875,0.0703125,76.796875,-1.28,-0.07,-2.2,156.5,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
213,2020,September,2020-09,Wagga Wagga,-35.1189,147.3689,0,1.46875,96.9609375,60.796875,0.233398438,0.0390625,54,-1.24,-0.084,-0.25,153.796875,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
214,2020,October,2020-10,Wagga Wagga,-35.1189,147.3689,0,1.505859375,132.8828125,75.5625,0.258789063,0.0703125,91.1015625,-1.19,0.233,1.79,221.8984375,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
215,2020,November,2020-11,Wagga Wagga,-35.1189,147.3689,0,1.4375,194.1796875,79.2109375,0.224609375,0.0546875,37.3984375,-1.19,0.143,1.14,182.5,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
216,2020,December,2020-12,Wagga Wagga,-35.1189,147.3689,0,1.455078125,215.671875,71.375,0.196289063,0.1484375,63.5,-1.86,0.1,2.28,192,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
217,2021,January,2021-01,Wagga Wagga,-35.1189,147.3689,0,1.431640625,209.1953125,57.59375,0.111328125,0.2109375,76.796875,-1.87,0.116,1.95,177.6953125,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
218,2021,February,2021-02,Wagga Wagga,-35.1189,147.3689,0,1.328125,167.609375,100.8046875,0.370117188,0.9296875,91.6015625,-1.84,0.323,2.19,231.8984375,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
219,2021,March,2021-03,Wagga Wagga,-35.1189,147.3689,0,1.493164063,126.9609375,73.6015625,0.190429688,0.21875,103.203125,-0.55,0.367,-0.95,271.6015625,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
220,2021,April,2021-04,Wagga Wagga,-35.1189,147.3689,0,1.458007813,89.59375,65.21875,0.166015625,0.0078125,1.203125,-0.42,0.325,0.87,196.0078125,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
221,2021,April,2021-04,Wagga Wagga,-35.1189,147.3689,0,1.458007813,89.59375,65.21875,0.166015625,0.0078125,1.203125,-0.42,0.325,0.87,196.0078125,"-35.1189,147.3689","Edward Street, Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia",2650,['Murray Basin']
222,2018,October,2018-10,Forbes,-33.3853,148.0079,0,0.7421875,167.734375,30.5546875,0.096679688,0.0546875,45.1015625,0.24,0.844,2.76,62.5,"-33.3853,148.0079","Town Hall, 2, Court Street, Forbes, Forbes Shire Council, New South Wales, 2871, Australia",2871,['Murray Basin']
223,2018,November,2018-11,Forbes,-33.3853,148.0079,0,0.713867188,183.109375,49.1328125,0.096679688,0.0703125,80.8984375,0.62,0.623,2.84,132.6015625,"-33.3853,148.0079","Town Hall, 2, Court Street, Forbes, Forbes Shire Council, New South Wales, 2871, Australia",2871,['Murray Basin']
224,2018,December,2018-12,Forbes,-33.3853,148.0079,0,0.734375,235.40625,69.828125,0.126953125,0.0625,32.8984375,-0.23,0.379,1.44,158.8984375,"-33.3853,148.0079","Town Hall, 2, Court Street, Forbes, Forbes Shire Council, New South Wales, 2871, Australia",2871,['Murray Basin']
225,2019,January,2019-01,Forbes,-33.3853,148.0079,0,0.728515625,260.84375,34.015625,0.040039063,0,24.5,0.36,0.452,2.79,138.296875,"-33.3853,148.0079","Town Hall, 2, Court Street, Forbes, Forbes Shire Council, New South Wales, 2871, Australia",2871,['Murray Basin']
226,2020,December,2020-12,Forbes,-33.3853,148.0079,0,0.79296875,219.359375,55.515625,0.180664063,0.015625,28.8984375,-1.86,0.1,2.28,145.6953125,"-33.3853,148.0079","Town Hall, 2, Court Street, Forbes, Forbes Shire Council, New South Wales, 2871, Australia",2871,['Murray Basin']
227,2021,January,2021-01,Forbes,-33.3853,148.0079,0,0.7890625,220.4296875,94.9296875,0.30859375,0.5078125,132.796875,-1.87,0.116,1.95,190.1953125,"-33.3853,148.0079","Town Hall, 2, Court Street, Forbes, Forbes Shire Council, New South Wales, 2871, Australia",2871,['Murray Basin']
228,2021,February,2021-02,Forbes,-33.3853,148.0079,0,0.71875,180.15625,106.359375,0.40234375,0.4140625,101.796875,-1.84,0.323,2.19,263.4921875,"-33.3853,148.0079","Town Hall, 2, Court Street, Forbes, Forbes Shire Council, New South Wales, 2871, Australia",2871,['Murray Basin']
229,2021,March,2021-03,Forbes,-33.3853,148.0079,0,0.801757813,139.078125,73.015625,0.331054688,4.6875,154.796875,-0.55,0.367,-0.95,389.390625,"-33.3853,148.0079","Town Hall, 2, Court Street, Forbes, Forbes Shire Council, New South Wales, 2871, Australia",2871,['Murray Basin']
230,2021,April,2021-04,Forbes,-33.3853,148.0079,0,0.798828125,99.25,74.4453125,0.40234375,0.1796875,0.296875,-0.42,0.325,0.87,256.890625,"-33.3853,148.0079","Town Hall, 2, Court Street, Forbes, Forbes Shire Council, New South Wales, 2871, Australia",2871,['Murray Basin']
231,2018,October,2018-10,Oxley,-34.1985,144.0993,0,0.169921875,170.8359375,13.1640625,0.048828125,0.015625,23.203125,0.24,0.844,2.76,29,"-34.1985,144.0993","Cunningham Street, Oxley, Balranald Shire Council, New South Wales, 2711, Australia",2711,['Murray Basin']
232,2018,November,2018-11,Oxley,-34.1985,144.0993,0,0.1640625,194.7109375,22.953125,0.078125,0.0234375,26.8984375,0.62,0.623,2.84,52,"-34.1985,144.0993","Cunningham Street, Oxley, Balranald Shire Council, New South Wales, 2711, Australia",2711,['Murray Basin']
233,2018,December,2018-12,Oxley,-34.1985,144.0993,0,0.169921875,231.3203125,39.6875,0.083984375,0.078125,37.3984375,-0.23,0.379,1.44,87.5,"-34.1985,144.0993","Cunningham Street, Oxley, Balranald Shire Council, New South Wales, 2711, Australia",2711,['Murray Basin']
234,2019,January,2019-01,Oxley,-34.1985,144.0993,0,0.168945313,261.8828125,15.7421875,0.01953125,0,7.3984375,0.36,0.452,2.79,71.6953125,"-34.1985,144.0993","Cunningham Street, Oxley, Balranald Shire Council, New South Wales, 2711, Australia",2711,['Murray Basin']
235,2020,December,2020-12,Oxley,-34.1985,144.0993,0,0.163085938,237.1015625,27.0390625,0.0546875,0.0078125,16.703125,-1.86,0.1,2.28,107.703125,"-34.1985,144.0993","Cunningham Street, Oxley, Balranald Shire Council, New South Wales, 2711, Australia",2711,['Murray Basin']
236,2021,January,2021-01,Oxley,-34.1985,144.0993,0,0.162109375,234.640625,29.6875,0.060546875,0.078125,33.8984375,-1.87,0.116,1.95,60.703125,"-34.1985,144.0993","Cunningham Street, Oxley, Balranald Shire Council, New South Wales, 2711, Australia",2711,['Murray Basin']
237,2021,February,2021-02,Oxley,-34.1985,144.0993,0,0.146484375,189.9296875,12.3203125,0.01953125,0,0,-1.84,0.323,2.19,50.6015625,"-34.1985,144.0993","Cunningham Street, Oxley, Balranald Shire Council, New South Wales, 2711, Australia",2711,['Murray Basin']
238,2021,March,2021-03,Oxley,-34.1985,144.0993,0,0.162109375,152.5546875,3.8203125,0.008789063,0,8.8984375,-0.55,0.367,-0.95,42.796875,"-34.1985,144.0993","Cunningham Street, Oxley, Balranald Shire Council, New South Wales, 2711, Australia",2711,['Murray Basin']
239,2021,April,2021-04,Oxley,-34.1985,144.0993,0,0.15625,105.7109375,4.6171875,0.014648438,0,0.203125,-0.42,0.325,0.87,9.1015625,"-34.1985,144.0993","Cunningham Street, Oxley, Balranald Shire Council, New South Wales, 2711, Australia",2711,['Murray Basin']
240,2018,October,2018-10,Condobolin,-33.089,147.1511,0,0.451171875,171.1953125,19.7265625,0.06640625,0.015625,30.203125,0.24,0.844,2.76,39.8046875,"-33.089,147.1511","Lachlander Museum, Bathurst Street, Condobolin, Lachlan Shire Council, New South Wales, 2877, Australia",2877,['Murray Basin']
241,2018,November,2018-11,Condobolin,-33.089,147.1511,0,0.434570313,188.40625,38.3515625,0.075195313,0.0234375,56.3984375,0.62,0.623,2.84,92.203125,"-33.089,147.1511","Lachlander Museum, Bathurst Street, Condobolin, Lachlan Shire Council, New South Wales, 2877, Australia",2877,['Murray Basin']
242,2018,December,2018-12,Condobolin,-33.089,147.1511,0,0.447265625,243.3515625,39.1640625,0.057617188,0.0078125,11.796875,-0.23,0.379,1.44,98.3984375,"-33.089,147.1511","Lachlander Museum, Bathurst Street, Condobolin, Lachlan Shire Council, New South Wales, 2877, Australia",2877,['Murray Basin']
243,2019,January,2019-01,Condobolin,-33.089,147.1511,0,0.4453125,274.015625,19.0625,0.020507813,0,18,0.36,0.452,2.79,86.1953125,"-33.089,147.1511","Lachlander Museum, Bathurst Street, Condobolin, Lachlan Shire Council, New South Wales, 2877, Australia",2877,['Murray Basin']
244,2020,December,2020-12,Condobolin,-33.089,147.1511,0,0.427734375,230.1640625,49.609375,0.104492188,0.015625,24.703125,-1.86,0.1,2.28,92.1015625,"-33.089,147.1511","Lachlander Museum, Bathurst Street, Condobolin, Lachlan Shire Council, New South Wales, 2877, Australia",2877,['Murray Basin']
245,2021,January,2021-01,Condobolin,-33.089,147.1511,0,0.42578125,228.578125,58.484375,0.159179688,3.171875,150,-1.87,0.116,1.95,204.1015625,"-33.089,147.1511","Lachlander Museum, Bathurst Street, Condobolin, Lachlan Shire Council, New South Wales, 2877, Australia",2877,['Murray Basin']
246,2021,February,2021-02,Condobolin,-33.089,147.1511,0,0.393554688,185.5078125,100.4296875,0.453125,1.4609375,76.296875,-1.84,0.323,2.19,251,"-33.089,147.1511","Lachlander Museum, Bathurst Street, Condobolin, Lachlan Shire Council, New South Wales, 2877, Australia",2877,['Murray Basin']
247,2021,March,2021-03,Condobolin,-33.089,147.1511,0,0.444335938,147.8203125,93.5546875,0.254882813,1.5703125,115.203125,-0.55,0.367,-0.95,341.5,"-33.089,147.1511","Lachlander Museum, Bathurst Street, Condobolin, Lachlan Shire Council, New South Wales, 2877, Australia",2877,['Murray Basin']
248,2021,April,2021-04,Condobolin,-33.089,147.1511,0,0.435546875,102.2421875,74.1015625,0.203125,0.0390625,0.203125,-0.42,0.325,0.87,191.703125,"-33.089,147.1511","Lachlander Museum, Bathurst Street, Condobolin, Lachlan Shire Council, New South Wales, 2877, Australia",2877,['Murray Basin']
249,2018,October,2018-10,Cowra,-33.835,148.6925,0,1.80078125,156.8515625,42.90625,0.100585938,0.1171875,44,0.24,0.844,2.76,85.90625,"-33.835,148.6925","Cowra Crest Motel, Kendal Street, Taragala, Cowra, Cowra Shire Council, New South Wales, 2794, Australia",2794,['Murray Basin']
250,2018,November,2018-11,Cowra,-33.835,148.6925,0,1.712890625,170.8203125,49.2421875,0.084960938,0.078125,65.5,0.62,0.623,2.84,124.203125,"-33.835,148.6925","Cowra Crest Motel, Kendal Street, Taragala, Cowra, Cowra Shire Council, New South Wales, 2794, Australia",2794,['Murray Basin']
251,2018,December,2018-12,Cowra,-33.835,148.6925,0,1.74609375,223.765625,70.2890625,0.116210938,0.34375,47.8984375,-0.23,0.379,1.44,157.3984375,"-33.835,148.6925","Cowra Crest Motel, Kendal Street, Taragala, Cowra, Cowra Shire Council, New South Wales, 2794, Australia",2794,['Murray Basin']
252,2019,January,2019-01,Cowra,-33.835,148.6925,0,1.72265625,248.328125,67.7421875,0.096679688,0.1328125,62.796875,0.36,0.452,2.79,176.1953125,"-33.835,148.6925","Cowra Crest Motel, Kendal Street, Taragala, Cowra, Cowra Shire Council, New South Wales, 2794, Australia",2794,['Murray Basin']
253,2020,December,2020-12,Cowra,-33.835,148.6925,0,1.829101563,205.2421875,64.1640625,0.291015625,0.21875,37.203125,-1.86,0.1,2.28,181.5,"-33.835,148.6925","Cowra Crest Motel, Kendal Street, Taragala, Cowra, Cowra Shire Council, New South Wales, 2794, Australia",2794,['Murray Basin']
254,2021,January,2021-01,Cowra,-33.835,148.6925,0,1.732421875,206.671875,63.6171875,0.248046875,0.1796875,53.703125,-1.87,0.116,1.95,134.203125,"-33.835,148.6925","Cowra Crest Motel, Kendal Street, Taragala, Cowra, Cowra Shire Council, New South Wales, 2794, Australia",2794,['Murray Basin']
255,2021,February,2021-02,Cowra,-33.835,148.6925,0,1.516601563,169.0859375,84.1953125,0.375,0.5546875,85.296875,-1.84,0.323,2.19,176.203125,"-33.835,148.6925","Cowra Crest Motel, Kendal Street, Taragala, Cowra, Cowra Shire Council, New South Wales, 2794, Australia",2794,['Murray Basin']
256,2021,March,2021-03,Cowra,-33.835,148.6925,0,1.662109375,128.3359375,64.3203125,0.373046875,2.1015625,140.296875,-0.55,0.367,-0.95,279.296875,"-33.835,148.6925","Cowra Crest Motel, Kendal Street, Taragala, Cowra, Cowra Shire Council, New South Wales, 2794, Australia",2794,['Murray Basin']
257,2021,April,2021-04,Cowra,-33.835,148.6925,0,1.673828125,93.8828125,68.5390625,0.401367188,0.3046875,0.703125,-0.42,0.325,0.87,226.296875,"-33.835,148.6925","Cowra Crest Motel, Kendal Street, Taragala, Cowra, Cowra Shire Council, New South Wales, 2794, Australia",2794,['Murray Basin']
258,2018,October,2018-10,Blayney,-33.5333,149.25,0,2.02734375,136.625,56.515625,0.184570313,0.8984375,40.3984375,0.24,0.844,2.76,137,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia",2799,['Murray Basin']
259,2018,November,2018-11,Blayney,-33.5333,149.25,0,1.92578125,152.3984375,64.5625,0.17578125,1.546875,108.703125,0.62,0.623,2.84,198.5,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia",2799,['Murray Basin']
260,2018,December,2018-12,Blayney,-33.5333,149.25,0,1.969726563,203.84375,115.84375,0.2265625,1.453125,66.3984375,-0.23,0.379,1.44,215.5,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia",2799,['Murray Basin']
261,2019,January,2019-01,Blayney,-33.5333,149.25,0,1.94140625,217.9296875,93.46875,0.125976563,1.2265625,89.203125,0.36,0.452,2.79,264.3046875,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia",2799,['Murray Basin']
262,2019,September,2019-09,Blayney,-33.5333,149.25,1,1.657226563,101.484375,48.5546875,0.163085938,0.90625,50.5,0.99,0.999,0.81,110.90625,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia",2799,['Murray Basin']
263,2019,October,2019-10,Blayney,-33.5333,149.25,1,1.68359375,149.609375,48.8046875,0.08203125,0.5703125,15.8984375,0.66,1.123,-1.97,100.1015625,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia",2799,['Murray Basin']
264,2019,November,2019-11,Blayney,-33.5333,149.25,1,1.600585938,182,31.984375,0.047851563,0.671875,33.5,1.07,0.958,-4.42,99.8984375,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia",2799,['Murray Basin']
265,2019,December,2019-12,Blayney,-33.5333,149.25,1,1.625976563,218.609375,30.1015625,0.04296875,0.5390625,14.296875,0.73,0.312,-1.78,63.6953125,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia",2799,['Murray Basin']
266,2020,January,2020-01,Blayney,-33.5333,149.25,1,1.598632813,216.4765625,35.1875,0.076171875,0.8046875,57.296875,0.2,0.238,0.57,105.09375,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia",2799,['Murray Basin']
267,2020,February,2020-02,Blayney,-33.5333,149.25,1,1.487304688,150.5703125,67.65625,0.208984375,1.0859375,86.1015625,0.3,0.134,-0.36,157.6953125,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia",2799,['Murray Basin']
268,2020,March,2020-03,Blayney,-33.5333,149.25,1,1.586914063,115.7890625,70.4609375,0.243164063,1.21875,102.5,0.52,0.119,2.05,245.8984375,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia",2799,['Murray Basin']
269,2020,April,2020-04,Blayney,-33.5333,149.25,1,1.54296875,74.46875,50.09375,0.427734375,1.859375,125,0.48,0.064,-1.72,313.6015625,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia",2799,['Murray Basin']
270,2020,May,2020-05,Blayney,-33.5333,149.25,1,1.666992188,51.5,36.5390625,0.630859375,2.59375,71.1015625,-0.42,0.378,1.03,298.6015625,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia",2799,['Murray Basin']
271,2020,June,2020-06,Blayney,-33.5333,149.25,1,1.719726563,37.46875,29.796875,0.612304688,1.53125,57.296875,-0.02,0.568,1.18,253.3984375,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia",2799,['Murray Basin']
272,2018,October,2018-10,Carcoar,-33.6142,149.1383,0,2.75,139.578125,54.53125,0.204101563,2.625,46.3984375,0.24,0.844,2.76,140.4921875,"-33.6142,149.1383","Dalebrook, 9, Naylor Street, Carcoar, Blayney Shire Council, New South Wales, 2791, Australia",2791,['Murray Basin']
273,2018,November,2018-11,Carcoar,-33.6142,149.1383,0,2.596679688,154.8125,60.4453125,0.217773438,3.6484375,102.3984375,0.62,0.623,2.84,189.59375,"-33.6142,149.1383","Dalebrook, 9, Naylor Street, Carcoar, Blayney Shire Council, New South Wales, 2791, Australia",2791,['Murray Basin']
274,2018,December,2018-12,Carcoar,-33.6142,149.1383,0,2.646484375,202.921875,106.5078125,0.283203125,3.625,71,-0.23,0.379,1.44,219.796875,"-33.6142,149.1383","Dalebrook, 9, Naylor Street, Carcoar, Blayney Shire Council, New South Wales, 2791, Australia",2791,['Murray Basin']
275,2019,January,2019-01,Carcoar,-33.6142,149.1383,0,2.599609375,224.6953125,104.046875,0.176757813,3.2109375,86.1015625,0.36,0.452,2.79,259.5,"-33.6142,149.1383","Dalebrook, 9, Naylor Street, Carcoar, Blayney Shire Council, New South Wales, 2791, Australia",2791,['Murray Basin']
276,2019,September,2019-09,Carcoar,-33.6142,149.1383,1,2.168945313,103.2890625,47.9296875,0.186523438,2.2734375,44.3984375,0.99,0.999,0.81,117.3046875,"-33.6142,149.1383","Dalebrook, 9, Naylor Street, Carcoar, Blayney Shire Council, New South Wales, 2791, Australia",2791,['Murray Basin']
277,2019,October,2019-10,Carcoar,-33.6142,149.1383,1,2.189453125,150.78125,48.046875,0.10546875,1.6875,14.8984375,0.66,1.123,-1.97,102,"-33.6142,149.1383","Dalebrook, 9, Naylor Street, Carcoar, Blayney Shire Council, New South Wales, 2791, Australia",2791,['Murray Basin']
278,2019,November,2019-11,Carcoar,-33.6142,149.1383,1,2.0703125,183.625,40.4765625,0.071289063,2.15625,45.203125,1.07,0.958,-4.42,104.5,"-33.6142,149.1383","Dalebrook, 9, Naylor Street, Carcoar, Blayney Shire Council, New South Wales, 2791, Australia",2791,['Murray Basin']
